# issue #885 single-stave campaign. Columns: particle,energy_MeV,hit_x_cm,hit_y_cm,seed,nevents
# particles=['proton', 'deuteron'] energies_MeV=[2, 5, 8, 12, 20, 30, 50, 80, 120, 150]
# default hit_x=0.0 hit_y=0.0 cm
# angular_coverage=NORMAL_INCIDENCE_ONLY theta_deg=0.0 phi_deg=0.0 (#1093; AppConfig defaults; submit_calibration does not pass --theta/--phi)
# claim_gate: angular/azimuth response from this campaign alone is BLOCKED / UNVALIDATED
# attenuation: distances_from_+x_readout_cm=[5, 10, 30, 45] -> hit_x=[20.0,15.0,-5.0,-20.0] at energies [30, 80] MeV per particle
# seeds=[101, 102] nevents=500 (readout at +x, READOUT_END_X_CM=25.0)
proton,2,0.0,0.0,101,500
proton,2,0.0,0.0,102,500
proton,5,0.0,0.0,101,500
proton,5,0.0,0.0,102,500
proton,8,0.0,0.0,101,500
proton,8,0.0,0.0,102,500
proton,12,0.0,0.0,101,500
proton,12,0.0,0.0,102,500
proton,20,0.0,0.0,101,500
proton,20,0.0,0.0,102,500
proton,30,0.0,0.0,101,500
proton,30,0.0,0.0,102,500
proton,50,0.0,0.0,101,500
proton,50,0.0,0.0,102,500
proton,80,0.0,0.0,101,500
proton,80,0.0,0.0,102,500
proton,120,0.0,0.0,101,500
proton,120,0.0,0.0,102,500
proton,150,0.0,0.0,101,500
proton,150,0.0,0.0,102,500
deuteron,2,0.0,0.0,101,500
deuteron,2,0.0,0.0,102,500
deuteron,5,0.0,0.0,101,500
deuteron,5,0.0,0.0,102,500
deuteron,8,0.0,0.0,101,500
deuteron,8,0.0,0.0,102,500
deuteron,12,0.0,0.0,101,500
deuteron,12,0.0,0.0,102,500
deuteron,20,0.0,0.0,101,500
deuteron,20,0.0,0.0,102,500
deuteron,30,0.0,0.0,101,500
deuteron,30,0.0,0.0,102,500
deuteron,50,0.0,0.0,101,500
deuteron,50,0.0,0.0,102,500
deuteron,80,0.0,0.0,101,500
deuteron,80,0.0,0.0,102,500
deuteron,120,0.0,0.0,101,500
deuteron,120,0.0,0.0,102,500
deuteron,150,0.0,0.0,101,500
deuteron,150,0.0,0.0,102,500
proton,30,20.0,0.0,101,500
proton,30,20.0,0.0,102,500
proton,30,15.0,0.0,101,500
proton,30,15.0,0.0,102,500
proton,30,-5.0,0.0,101,500
proton,30,-5.0,0.0,102,500
proton,30,-20.0,0.0,101,500
proton,30,-20.0,0.0,102,500
proton,80,20.0,0.0,101,500
proton,80,20.0,0.0,102,500
proton,80,15.0,0.0,101,500
proton,80,15.0,0.0,102,500
proton,80,-5.0,0.0,101,500
proton,80,-5.0,0.0,102,500
proton,80,-20.0,0.0,101,500
proton,80,-20.0,0.0,102,500
deuteron,30,20.0,0.0,101,500
deuteron,30,20.0,0.0,102,500
deuteron,30,15.0,0.0,101,500
deuteron,30,15.0,0.0,102,500
deuteron,30,-5.0,0.0,101,500
deuteron,30,-5.0,0.0,102,500
deuteron,30,-20.0,0.0,101,500
deuteron,30,-20.0,0.0,102,500
deuteron,80,20.0,0.0,101,500
deuteron,80,20.0,0.0,102,500
deuteron,80,15.0,0.0,101,500
deuteron,80,15.0,0.0,102,500
deuteron,80,-5.0,0.0,101,500
deuteron,80,-5.0,0.0,102,500
deuteron,80,-20.0,0.0,101,500
deuteron,80,-20.0,0.0,102,500
